# format: as|source|type
# date: 20200101
# name: as2type
# exe: type-convert-amogh.pl
# files: 20200101.merged.class.txt
# types: Content|Enterprise|Transit/Access
196819|peerDB_class|Transit/Access
196821|CAIDA_class|Transit/Access
196822|CAIDA_class|Transit/Access
196824|CAIDA_class|Transit/Access
196825|CAIDA_class|Enterprise
196826|CAIDA_class|Transit/Access
196827|CAIDA_class|Transit/Access
196829|CAIDA_class|Transit/Access
196830|CAIDA_class|Transit/Access
196831|CAIDA_class|Transit/Access
196837|CAIDA_class|Enterprise
196838|CAIDA_class|Transit/Access
196839|CAIDA_class|Enterprise
196843|CAIDA_class|Transit/Access
196844|CAIDA_class|Transit/Access
196845|CAIDA_class|Transit/Access
196846|CAIDA_class|Transit/Access
196847|CAIDA_class|Transit/Access
196848|CAIDA_class|Enterprise
196849|CAIDA_class|Enterprise
196850|CAIDA_class|Enterprise
196851|CAIDA_class|Transit/Access
196852|CAIDA_class|Enterprise
196854|CAIDA_class|Content
196855|CAIDA_class|Enterprise
196858|CAIDA_class|Transit/Access
196860|CAIDA_class|Enterprise
196861|CAIDA_class|Transit/Access
196863|CAIDA_class|Transit/Access
196864|CAIDA_class|Transit/Access
196865|peerDB_class|Transit/Access
196869|CAIDA_class|Enterprise
196870|CAIDA_class|Enterprise
196873|CAIDA_class|Transit/Access
196874|CAIDA_class|Transit/Access
196875|CAIDA_class|Enterprise
196876|CAIDA_class|Enterprise
196877|manual_class|Enterprise
196879|peerDB_class|Transit/Access
196880|CAIDA_class|Transit/Access
196881|peerDB_class|Transit/Access
196882|CAIDA_class|Enterprise
196883|peerDB_class|Transit/Access
196884|CAIDA_class|Enterprise
196887|CAIDA_class|Enterprise
196890|CAIDA_class|Transit/Access
196891|CAIDA_class|Transit/Access
196892|CAIDA_class|Transit/Access
196893|CAIDA_class|Enterprise
196894|CAIDA_class|Transit/Access
196895|CAIDA_class|Enterprise
196897|CAIDA_class|Transit/Access
196898|CAIDA_class|Transit/Access
196899|CAIDA_class|Enterprise
196900|CAIDA_class|Transit/Access
196901|CAIDA_class|Transit/Access
196902|CAIDA_class|Enterprise
196903|CAIDA_class|Transit/Access
196904|CAIDA_class|Transit/Access
196906|CAIDA_class|Enterprise
196909|CAIDA_class|Enterprise
196912|CAIDA_class|Enterprise
196913|CAIDA_class|Enterprise
196914|CAIDA_class|Transit/Access
196916|CAIDA_class|Transit/Access
196921|CAIDA_class|Transit/Access
196922|peerDB_class|Transit/Access
196923|CAIDA_class|Enterprise
196924|CAIDA_class|Content
196925|peerDB_class|Transit/Access
196926|CAIDA_class|Enterprise
196927|CAIDA_class|Transit/Access
196928|peerDB_class|Transit/Access
196929|CAIDA_class|Transit/Access
196932|CAIDA_class|Transit/Access
196933|CAIDA_class|Transit/Access
196934|CAIDA_class|Transit/Access
196935|CAIDA_class|Enterprise
196936|CAIDA_class|Transit/Access
196938|CAIDA_class|Transit/Access
196939|CAIDA_class|Enterprise
196943|CAIDA_class|Transit/Access
196945|peerDB_class|Transit/Access
196947|CAIDA_class|Enterprise
196948|CAIDA_class|Enterprise
196949|peerDB_class|Transit/Access
196951|CAIDA_class|Enterprise
196952|CAIDA_class|Transit/Access
196953|CAIDA_class|Transit/Access
196954|CAIDA_class|Transit/Access
196955|CAIDA_class|Transit/Access
196956|CAIDA_class|Transit/Access
196957|peerDB_class|Transit/Access
196961|CAIDA_class|Transit/Access
196962|CAIDA_class|Transit/Access
196963|CAIDA_class|Transit/Access
196966|CAIDA_class|Transit/Access
196967|CAIDA_class|Enterprise
196968|peerDB_class|Transit/Access
196969|peerDB_class|Transit/Access
196971|CAIDA_class|Enterprise
196972|CAIDA_class|Enterprise
196975|CAIDA_class|Enterprise
196976|CAIDA_class|Transit/Access
196977|CAIDA_class|Transit/Access
196978|CAIDA_class|Transit/Access
196979|peerDB_class|Transit/Access
196980|CAIDA_class|Transit/Access
196982|CAIDA_class|Enterprise
196983|peerDB_class|Transit/Access
196984|CAIDA_class|Enterprise
196986|CAIDA_class|Transit/Access
196987|CAIDA_class|Transit/Access
196990|CAIDA_class|Enterprise
196991|manual_class|Enterprise
196992|CAIDA_class|Enterprise
196994|CAIDA_class|Transit/Access
196997|peerDB_class|Transit/Access
196999|CAIDA_class|Enterprise
197000|CAIDA_class|Transit/Access
197002|CAIDA_class|Transit/Access
197003|CAIDA_class|Enterprise
197005|CAIDA_class|Enterprise
197007|CAIDA_class|Enterprise
197008|CAIDA_class|Transit/Access
197010|CAIDA_class|Enterprise
197012|CAIDA_class|Enterprise
197013|peerDB_class|Transit/Access
197015|CAIDA_class|Transit/Access
197016|CAIDA_class|Transit/Access
197017|CAIDA_class|Transit/Access
197018|manual_class|Enterprise
197019|CAIDA_class|Content
197020|CAIDA_class|Enterprise
197022|CAIDA_class|Enterprise
197023|CAIDA_class|Transit/Access
197024|CAIDA_class|Enterprise
197025|manual_class|Enterprise
197027|CAIDA_class|Enterprise
197029|CAIDA_class|Transit/Access
197031|CAIDA_class|Transit/Access
197033|peerDB_class|Transit/Access
197035|CAIDA_class|Transit/Access
197036|peerDB_class|Transit/Access
197039|CAIDA_class|Transit/Access
197040|CAIDA_class|Transit/Access
197042|CAIDA_class|Enterprise
197044|CAIDA_class|Enterprise
197045|CAIDA_class|Transit/Access
197046|peerDB_class|Transit/Access
197047|CAIDA_class|Transit/Access
197048|CAIDA_class|Enterprise
197049|peerDB_class|Transit/Access
197050|CAIDA_class|Transit/Access
197052|CAIDA_class|Enterprise
197053|CAIDA_class|Transit/Access
197055|CAIDA_class|Enterprise
197056|CAIDA_class|Transit/Access
197058|CAIDA_class|Transit/Access
197060|CAIDA_class|Transit/Access
197062|CAIDA_class|Enterprise
197063|peerDB_class|Transit/Access
197064|CAIDA_class|Transit/Access
197065|CAIDA_class|Transit/Access
197066|CAIDA_class|Transit/Access
197067|CAIDA_class|Enterprise
197068|CAIDA_class|Content
197069|CAIDA_class|Enterprise
197070|CAIDA_class|Transit/Access
197071|peerDB_class|Transit/Access
197073|CAIDA_class|Transit/Access
197074|CAIDA_class|Transit/Access
197075|peerDB_class|Transit/Access
197076|CAIDA_class|Transit/Access
197077|CAIDA_class|Transit/Access
197078|CAIDA_class|Transit/Access
197079|CAIDA_class|Transit/Access
197080|CAIDA_class|Content
197081|CAIDA_class|Transit/Access
197082|CAIDA_class|Transit/Access
197083|CAIDA_class|Transit/Access
197084|CAIDA_class|Enterprise
197085|CAIDA_class|Transit/Access
197086|CAIDA_class|Enterprise
197087|CAIDA_class|Transit/Access
197091|CAIDA_class|Transit/Access
197093|manual_class|Enterprise
197095|CAIDA_class|Transit/Access
197097|CAIDA_class|Enterprise
197099|peerDB_class|Enterprise
197100|CAIDA_class|Transit/Access
197101|CAIDA_class|Enterprise
197102|CAIDA_class|Enterprise
197104|CAIDA_class|Enterprise
197105|CAIDA_class|Transit/Access
197106|CAIDA_class|Enterprise
197107|CAIDA_class|Enterprise
197109|CAIDA_class|Enterprise
197111|CAIDA_class|Enterprise
197112|CAIDA_class|Transit/Access
197113|peerDB_class|Transit/Access
197114|CAIDA_class|Transit/Access
197115|CAIDA_class|Transit/Access
197118|CAIDA_class|Transit/Access
197119|CAIDA_class|Transit/Access
197120|manual_class|Enterprise
197122|CAIDA_class|Enterprise
197124|CAIDA_class|Enterprise
197125|CAIDA_class|Transit/Access
197126|CAIDA_class|Transit/Access
197129|CAIDA_class|Transit/Access
197130|CAIDA_class|Enterprise
197131|CAIDA_class|Transit/Access
197132|CAIDA_class|Enterprise
197133|peerDB_class|Transit/Access
197134|CAIDA_class|Enterprise
197135|CAIDA_class|Enterprise
197136|CAIDA_class|Transit/Access
197138|CAIDA_class|Transit/Access
197140|CAIDA_class|Transit/Access
197142|CAIDA_class|Enterprise
197143|CAIDA_class|Content
197144|CAIDA_class|Enterprise
197146|CAIDA_class|Transit/Access
197150|CAIDA_class|Transit/Access
197152|CAIDA_class|Transit/Access
197153|CAIDA_class|Transit/Access
197154|CAIDA_class|Transit/Access
197155|CAIDA_class|Transit/Access
197156|peerDB_class|Transit/Access
197157|peerDB_class|Content
197159|CAIDA_class|Transit/Access
197160|CAIDA_class|Transit/Access
197161|CAIDA_class|Transit/Access
197162|CAIDA_class|Transit/Access
197163|CAIDA_class|Transit/Access
197164|CAIDA_class|Transit/Access
197168|CAIDA_class|Transit/Access
197169|CAIDA_class|Enterprise
197171|CAIDA_class|Transit/Access
197172|CAIDA_class|Enterprise
197175|CAIDA_class|Transit/Access
197177|CAIDA_class|Transit/Access
197181|peerDB_class|Transit/Access
197184|CAIDA_class|Transit/Access
197185|CAIDA_class|Transit/Access
197186|peerDB_class|Transit/Access
197187|CAIDA_class|Enterprise
197190|CAIDA_class|Transit/Access
197192|CAIDA_class|Enterprise
197193|CAIDA_class|Enterprise
197194|CAIDA_class|Enterprise
197197|peerDB_class|Transit/Access
197198|manual_class|Enterprise
197201|manual_class|Enterprise
197202|CAIDA_class|Enterprise
197203|CAIDA_class|Enterprise
197204|peerDB_class|Transit/Access
197205|CAIDA_class|Transit/Access
197206|CAIDA_class|Transit/Access
197207|CAIDA_class|Transit/Access
197208|CAIDA_class|Transit/Access
197209|CAIDA_class|Enterprise
197212|CAIDA_class|Transit/Access
197214|CAIDA_class|Transit/Access
197215|CAIDA_class|Enterprise
197216|peerDB_class|Content
197217|CAIDA_class|Transit/Access
197218|CAIDA_class|Transit/Access
197219|peerDB_class|Content
197220|CAIDA_class|Transit/Access
197221|CAIDA_class|Transit/Access
197222|CAIDA_class|Enterprise
197223|CAIDA_class|Transit/Access
197224|CAIDA_class|Enterprise
197225|manual_class|Enterprise
197226|CAIDA_class|Content
197227|peerDB_class|Transit/Access
197228|CAIDA_class|Enterprise
197229|CAIDA_class|Content
197230|CAIDA_class|Enterprise
197231|CAIDA_class|Enterprise
197232|CAIDA_class|Enterprise
197233|CAIDA_class|Transit/Access
197235|peerDB_class|Transit/Access
197236|CAIDA_class|Enterprise
197238|CAIDA_class|Enterprise
197240|CAIDA_class|Transit/Access
197241|CAIDA_class|Enterprise
197242|CAIDA_class|Transit/Access
197247|CAIDA_class|Transit/Access
197248|CAIDA_class|Content
197250|CAIDA_class|Transit/Access
197251|CAIDA_class|Transit/Access
197252|CAIDA_class|Transit/Access
197253|CAIDA_class|Transit/Access
197254|CAIDA_class|Transit/Access
197255|CAIDA_class|Transit/Access
197257|manual_class|Enterprise
197258|CAIDA_class|Enterprise
197262|peerDB_class|Transit/Access
197263|CAIDA_class|Transit/Access
197264|CAIDA_class|Transit/Access
197265|CAIDA_class|Enterprise
197266|CAIDA_class|Enterprise
197267|manual_class|Enterprise
197269|CAIDA_class|Transit/Access
197270|CAIDA_class|Enterprise
197273|CAIDA_class|Enterprise
197274|CAIDA_class|Transit/Access
197275|CAIDA_class|Transit/Access
197276|CAIDA_class|Enterprise
197277|CAIDA_class|Transit/Access
197278|CAIDA_class|Enterprise
197279|CAIDA_class|Enterprise
197282|CAIDA_class|Transit/Access
197284|CAIDA_class|Transit/Access
197285|CAIDA_class|Enterprise
197287|CAIDA_class|Transit/Access
197288|CAIDA_class|Transit/Access
197289|manual_class|Enterprise
197290|CAIDA_class|Transit/Access
197293|CAIDA_class|Transit/Access
197294|peerDB_class|Transit/Access
197295|peerDB_class|Transit/Access
197296|CAIDA_class|Transit/Access
197297|CAIDA_class|Enterprise
197298|CAIDA_class|Transit/Access
197300|CAIDA_class|Transit/Access
197301|CAIDA_class|Transit/Access
197302|CAIDA_class|Enterprise
197303|CAIDA_class|Content
197304|CAIDA_class|Transit/Access
197306|CAIDA_class|Enterprise
197307|peerDB_class|Transit/Access
197308|CAIDA_class|Content
197309|CAIDA_class|Transit/Access
197310|peerDB_class|Transit/Access
197311|CAIDA_class|Transit/Access
197312|CAIDA_class|Enterprise
197315|CAIDA_class|Transit/Access
197317|peerDB_class|Content
197318|peerDB_class|Transit/Access
197320|CAIDA_class|Enterprise
197321|CAIDA_class|Enterprise
197323|CAIDA_class|Enterprise
197324|CAIDA_class|Transit/Access
197325|CAIDA_class|Transit/Access
197326|CAIDA_class|Transit/Access
197327|CAIDA_class|Enterprise
197328|CAIDA_class|Content
197331|CAIDA_class|Transit/Access
197332|CAIDA_class|Enterprise
197334|CAIDA_class|Transit/Access
197335|CAIDA_class|Transit/Access
197336|CAIDA_class|Transit/Access
197337|manual_class|Enterprise
197340|CAIDA_class|Content
197341|CAIDA_class|Enterprise
197342|CAIDA_class|Transit/Access
197343|CAIDA_class|Transit/Access
197345|peerDB_class|Transit/Access
197346|CAIDA_class|Enterprise
197347|CAIDA_class|Transit/Access
197348|CAIDA_class|Enterprise
197349|CAIDA_class|Transit/Access
197350|peerDB_class|Transit/Access
197352|CAIDA_class|Transit/Access
197353|CAIDA_class|Transit/Access
197356|CAIDA_class|Enterprise
197357|CAIDA_class|Content
197358|CAIDA_class|Enterprise
197361|CAIDA_class|Enterprise
197364|CAIDA_class|Transit/Access
197365|CAIDA_class|Enterprise
197366|CAIDA_class|Enterprise
197368|CAIDA_class|Enterprise
197369|CAIDA_class|Transit/Access
197370|CAIDA_class|Transit/Access
197373|CAIDA_class|Enterprise
197374|CAIDA_class|Enterprise
197375|peerDB_class|Transit/Access
197376|CAIDA_class|Enterprise
197379|CAIDA_class|Enterprise
197380|CAIDA_class|Transit/Access
197381|CAIDA_class|Transit/Access
197383|CAIDA_class|Transit/Access
197385|CAIDA_class|Transit/Access
197386|CAIDA_class|Enterprise
197388|CAIDA_class|Transit/Access
197390|CAIDA_class|Transit/Access
197391|CAIDA_class|Transit/Access
197392|CAIDA_class|Transit/Access
197393|CAIDA_class|Transit/Access
197394|peerDB_class|Transit/Access
197395|CAIDA_class|Transit/Access
197396|CAIDA_class|Enterprise
197399|CAIDA_class|Transit/Access
197400|CAIDA_class|Transit/Access
197401|CAIDA_class|Transit/Access
197402|CAIDA_class|Transit/Access
197403|CAIDA_class|Enterprise
197405|peerDB_class|Transit/Access
197406|CAIDA_class|Transit/Access
197407|CAIDA_class|Transit/Access
197409|CAIDA_class|Transit/Access
197410|CAIDA_class|Enterprise
197412|CAIDA_class|Transit/Access
197415|CAIDA_class|Transit/Access
197416|CAIDA_class|Enterprise
197418|peerDB_class|Transit/Access
197422|CAIDA_class|Transit/Access
197423|CAIDA_class|Transit/Access
197424|CAIDA_class|Enterprise
197427|CAIDA_class|Content
197429|manual_class|Enterprise
197431|CAIDA_class|Transit/Access
197433|CAIDA_class|Transit/Access
197436|CAIDA_class|Enterprise
197437|peerDB_class|Transit/Access
197439|peerDB_class|Content
197440|CAIDA_class|Enterprise
197441|CAIDA_class|Transit/Access
197442|CAIDA_class|Transit/Access
197443|CAIDA_class|Transit/Access
197444|CAIDA_class|Transit/Access
197446|CAIDA_class|Enterprise
197447|peerDB_class|Transit/Access
197448|CAIDA_class|Enterprise
197449|CAIDA_class|Enterprise
197451|CAIDA_class|Transit/Access
197453|CAIDA_class|Transit/Access
197454|CAIDA_class|Transit/Access
197457|CAIDA_class|Enterprise
197458|CAIDA_class|Content
197459|CAIDA_class|Transit/Access
197460|CAIDA_class|Transit/Access
197461|CAIDA_class|Enterprise
197462|CAIDA_class|Enterprise
197463|CAIDA_class|Enterprise
197465|CAIDA_class|Transit/Access
197467|CAIDA_class|Transit/Access
197470|CAIDA_class|Transit/Access
197472|CAIDA_class|Transit/Access
197473|CAIDA_class|Transit/Access
197474|CAIDA_class|Transit/Access
197475|CAIDA_class|Transit/Access
197476|CAIDA_class|Transit/Access
197477|CAIDA_class|Enterprise
197478|CAIDA_class|Content
197479|CAIDA_class|Transit/Access
197480|CAIDA_class|Transit/Access
197481|CAIDA_class|Enterprise
197482|peerDB_class|Content
197485|CAIDA_class|Transit/Access
197488|CAIDA_class|Enterprise
197489|CAIDA_class|Enterprise
197490|CAIDA_class|Transit/Access
197491|CAIDA_class|Transit/Access
197492|CAIDA_class|Transit/Access
197494|CAIDA_class|Enterprise
197495|CAIDA_class|Transit/Access
197496|manual_class|Enterprise
197497|CAIDA_class|Transit/Access
197498|CAIDA_class|Transit/Access
197499|CAIDA_class|Transit/Access
197500|CAIDA_class|Enterprise
197502|CAIDA_class|Transit/Access
197503|CAIDA_class|Transit/Access
197505|CAIDA_class|Transit/Access
197506|CAIDA_class|Transit/Access
197507|CAIDA_class|Enterprise
197508|CAIDA_class|Transit/Access
197509|CAIDA_class|Transit/Access
197511|CAIDA_class|Enterprise
197512|CAIDA_class|Enterprise
197513|CAIDA_class|Enterprise
197514|CAIDA_class|Enterprise
197516|CAIDA_class|Enterprise
197517|CAIDA_class|Enterprise
197518|peerDB_class|Enterprise
197519|CAIDA_class|Transit/Access
197520|CAIDA_class|Transit/Access
197521|CAIDA_class|Enterprise
197522|CAIDA_class|Transit/Access
197523|CAIDA_class|Transit/Access
197524|peerDB_class|Transit/Access
197525|CAIDA_class|Enterprise
197526|CAIDA_class|Enterprise
197527|CAIDA_class|Enterprise
197529|peerDB_class|Enterprise
197530|CAIDA_class|Transit/Access
197534|CAIDA_class|Enterprise
197535|CAIDA_class|Transit/Access
197536|CAIDA_class|Enterprise
197538|CAIDA_class|Enterprise
197540|peerDB_class|Content
197541|peerDB_class|Content
197542|CAIDA_class|Transit/Access
197543|CAIDA_class|Transit/Access
197544|CAIDA_class|Enterprise
197548|CAIDA_class|Enterprise
197550|CAIDA_class|Transit/Access
197551|peerDB_class|Content
197552|CAIDA_class|Transit/Access
197553|CAIDA_class|Enterprise
197556|CAIDA_class|Transit/Access
197557|CAIDA_class|Transit/Access
197558|CAIDA_class|Transit/Access
197559|CAIDA_class|Enterprise
197562|CAIDA_class|Transit/Access
197564|CAIDA_class|Transit/Access
197566|CAIDA_class|Enterprise
197567|CAIDA_class|Transit/Access
197568|CAIDA_class|Enterprise
197572|CAIDA_class|Transit/Access
197573|CAIDA_class|Enterprise
197574|CAIDA_class|Enterprise
197575|CAIDA_class|Transit/Access
197576|CAIDA_class|Transit/Access
197577|CAIDA_class|Transit/Access
197578|CAIDA_class|Enterprise
197579|CAIDA_class|Transit/Access
197580|peerDB_class|Transit/Access
197581|CAIDA_class|Transit/Access
197584|CAIDA_class|Transit/Access
197585|CAIDA_class|Transit/Access
197586|CAIDA_class|Enterprise
197588|peerDB_class|Transit/Access
197589|peerDB_class|Transit/Access
197591|CAIDA_class|Enterprise
197592|peerDB_class|Transit/Access
197593|CAIDA_class|Enterprise
197594|CAIDA_class|Transit/Access
197595|peerDB_class|Transit/Access
197597|CAIDA_class|Enterprise
197599|CAIDA_class|Enterprise
197600|CAIDA_class|Content
197602|CAIDA_class|Transit/Access
197603|CAIDA_class|Transit/Access
197604|CAIDA_class|Enterprise
197605|manual_class|Enterprise
197607|CAIDA_class|Enterprise
197608|CAIDA_class|Enterprise
197610|CAIDA_class|Transit/Access
197611|CAIDA_class|Content
197613|CAIDA_class|Enterprise
197615|peerDB_class|Transit/Access
197616|CAIDA_class|Transit/Access
197617|peerDB_class|Content
197618|CAIDA_class|Transit/Access
197620|CAIDA_class|Transit/Access
197621|CAIDA_class|Transit/Access
197623|CAIDA_class|Transit/Access
197627|CAIDA_class|Enterprise
197628|CAIDA_class|Transit/Access
197630|CAIDA_class|Transit/Access
197632|CAIDA_class|Transit/Access
197633|CAIDA_class|Transit/Access
197634|CAIDA_class|Enterprise
197635|CAIDA_class|Enterprise
197636|CAIDA_class|Transit/Access
197637|peerDB_class|Transit/Access
197638|CAIDA_class|Transit/Access
197639|CAIDA_class|Enterprise
197642|CAIDA_class|Enterprise
197643|CAIDA_class|Transit/Access
197645|CAIDA_class|Transit/Access
197648|CAIDA_class|Transit/Access
197650|CAIDA_class|Transit/Access
197651|CAIDA_class|Content
197653|peerDB_class|Transit/Access
197654|CAIDA_class|Transit/Access
197655|CAIDA_class|Enterprise
197656|CAIDA_class|Enterprise
197658|CAIDA_class|Transit/Access
197659|CAIDA_class|Transit/Access
197660|CAIDA_class|Transit/Access
197662|CAIDA_class|Transit/Access
197663|CAIDA_class|Transit/Access
197664|CAIDA_class|Transit/Access
197666|CAIDA_class|Enterprise
197667|peerDB_class|Transit/Access
197668|CAIDA_class|Enterprise
197669|peerDB_class|Enterprise
197671|CAIDA_class|Enterprise
197672|peerDB_class|Transit/Access
197673|CAIDA_class|Transit/Access
197674|CAIDA_class|Transit/Access
197678|CAIDA_class|Enterprise
197679|CAIDA_class|Transit/Access
197680|CAIDA_class|Transit/Access
197681|CAIDA_class|Transit/Access
197682|CAIDA_class|Transit/Access
197684|CAIDA_class|Enterprise
197685|peerDB_class|Content
197686|peerDB_class|Transit/Access
197688|CAIDA_class|Enterprise
197689|CAIDA_class|Transit/Access
197690|peerDB_class|Content
197692|peerDB_class|Content
197694|CAIDA_class|Transit/Access
197695|CAIDA_class|Content
197696|peerDB_class|Enterprise
197697|peerDB_class|Transit/Access
197698|CAIDA_class|Transit/Access
197700|manual_class|Enterprise
197701|CAIDA_class|Enterprise
197702|CAIDA_class|Enterprise
197704|manual_class|Enterprise
197705|CAIDA_class|Enterprise
197706|CAIDA_class|Transit/Access
197707|CAIDA_class|Transit/Access
197709|peerDB_class|Transit/Access
197711|CAIDA_class|Transit/Access
197712|CAIDA_class|Content
197716|CAIDA_class|Transit/Access
197717|CAIDA_class|Transit/Access
197718|CAIDA_class|Transit/Access
197719|CAIDA_class|Enterprise
197721|CAIDA_class|Transit/Access
197722|CAIDA_class|Transit/Access
197724|CAIDA_class|Transit/Access
197725|CAIDA_class|Transit/Access
197726|CAIDA_class|Content
197727|peerDB_class|Content
197728|CAIDA_class|Enterprise
197729|CAIDA_class|Transit/Access
197731|peerDB_class|Content
197732|CAIDA_class|Transit/Access
197733|CAIDA_class|Transit/Access
197734|CAIDA_class|Transit/Access
197735|CAIDA_class|Transit/Access
197737|CAIDA_class|Transit/Access
197738|CAIDA_class|Transit/Access
197740|CAIDA_class|Transit/Access
197741|CAIDA_class|Transit/Access
197742|CAIDA_class|Transit/Access
197743|CAIDA_class|Transit/Access
197744|CAIDA_class|Transit/Access
197745|peerDB_class|Transit/Access
197746|CAIDA_class|Content
197747|peerDB_class|Transit/Access
197750|CAIDA_class|Transit/Access
197751|CAIDA_class|Enterprise
197752|CAIDA_class|Transit/Access
197753|CAIDA_class|Transit/Access
197756|CAIDA_class|Transit/Access
197760|CAIDA_class|Transit/Access
197763|manual_class|Enterprise
197764|peerDB_class|Transit/Access
197765|CAIDA_class|Transit/Access
197766|peerDB_class|Transit/Access
197768|CAIDA_class|Transit/Access
197769|CAIDA_class|Transit/Access
197770|CAIDA_class|Transit/Access
197772|CAIDA_class|Enterprise
197773|CAIDA_class|Enterprise
197775|CAIDA_class|Enterprise
197776|CAIDA_class|Enterprise
197777|CAIDA_class|Transit/Access
197778|CAIDA_class|Enterprise
197779|CAIDA_class|Transit/Access
197780|CAIDA_class|Enterprise
197781|CAIDA_class|Enterprise
197783|CAIDA_class|Enterprise
197784|CAIDA_class|Transit/Access
197785|CAIDA_class|Enterprise
197786|CAIDA_class|Transit/Access
197788|CAIDA_class|Enterprise
197790|peerDB_class|Transit/Access
197791|CAIDA_class|Enterprise
197792|CAIDA_class|Transit/Access
197793|CAIDA_class|Transit/Access
197796|CAIDA_class|Enterprise
197797|CAIDA_class|Transit/Access
197798|CAIDA_class|Transit/Access
197799|CAIDA_class|Transit/Access
197800|CAIDA_class|Transit/Access
197801|CAIDA_class|Enterprise
197802|CAIDA_class|Transit/Access
197803|CAIDA_class|Transit/Access
197805|CAIDA_class|Enterprise
197806|CAIDA_class|Transit/Access
197807|CAIDA_class|Transit/Access
197808|CAIDA_class|Enterprise
197809|peerDB_class|Transit/Access
197811|CAIDA_class|Transit/Access
197813|CAIDA_class|Enterprise
197816|CAIDA_class|Transit/Access
197818|CAIDA_class|Enterprise
197819|CAIDA_class|Transit/Access
197821|CAIDA_class|Enterprise
197823|CAIDA_class|Enterprise
197824|CAIDA_class|Enterprise
197825|CAIDA_class|Transit/Access
197826|CAIDA_class|Transit/Access
197827|CAIDA_class|Enterprise
197828|CAIDA_class|Enterprise
197829|CAIDA_class|Transit/Access
197830|CAIDA_class|Transit/Access
197831|CAIDA_class|Transit/Access
197832|CAIDA_class|Enterprise
197833|peerDB_class|Enterprise
197834|CAIDA_class|Transit/Access
197835|CAIDA_class|Transit/Access
197836|CAIDA_class|Enterprise
197837|peerDB_class|Transit/Access
197838|CAIDA_class|Transit/Access
197839|CAIDA_class|Transit/Access
197840|CAIDA_class|Transit/Access
197843|CAIDA_class|Enterprise
197844|CAIDA_class|Transit/Access
197845|CAIDA_class|Transit/Access
197846|CAIDA_class|Transit/Access
197848|CAIDA_class|Transit/Access
197849|peerDB_class|Transit/Access
197852|CAIDA_class|Transit/Access
197853|CAIDA_class|Transit/Access
197854|CAIDA_class|Enterprise
197856|manual_class|Enterprise
197857|CAIDA_class|Enterprise
197858|CAIDA_class|Enterprise
197859|CAIDA_class|Transit/Access
197862|CAIDA_class|Transit/Access
197864|CAIDA_class|Enterprise
197865|CAIDA_class|Enterprise
197869|CAIDA_class|Transit/Access
197870|CAIDA_class|Transit/Access
197872|CAIDA_class|Transit/Access
197873|CAIDA_class|Enterprise
197874|CAIDA_class|Enterprise
197875|CAIDA_class|Enterprise
197876|CAIDA_class|Transit/Access
197877|CAIDA_class|Enterprise
197878|manual_class|Enterprise
197879|CAIDA_class|Transit/Access
197880|CAIDA_class|Content
197881|CAIDA_class|Transit/Access
197882|peerDB_class|Transit/Access
197883|peerDB_class|Transit/Access
197886|CAIDA_class|Transit/Access
197887|CAIDA_class|Transit/Access
197888|peerDB_class|Content
197889|CAIDA_class|Transit/Access
197890|peerDB_class|Transit/Access
197892|peerDB_class|Transit/Access
197893|CAIDA_class|Transit/Access
197894|CAIDA_class|Enterprise
197895|CAIDA_class|Transit/Access
197896|CAIDA_class|Transit/Access
197897|CAIDA_class|Transit/Access
197898|CAIDA_class|Transit/Access
197901|peerDB_class|Transit/Access
197902|peerDB_class|Content
197903|CAIDA_class|Enterprise
197905|CAIDA_class|Enterprise
197906|CAIDA_class|Enterprise
197907|CAIDA_class|Transit/Access
197910|CAIDA_class|Transit/Access
197912|CAIDA_class|Enterprise
197913|CAIDA_class|Transit/Access
197914|CAIDA_class|Transit/Access
197915|peerDB_class|Enterprise
197916|CAIDA_class|Enterprise
197917|CAIDA_class|Enterprise
197918|CAIDA_class|Enterprise
197920|CAIDA_class|Transit/Access
197921|CAIDA_class|Transit/Access
197922|peerDB_class|Transit/Access
197923|CAIDA_class|Transit/Access
197928|CAIDA_class|Enterprise
197929|CAIDA_class|Transit/Access
197930|CAIDA_class|Transit/Access
197932|CAIDA_class|Transit/Access
197933|CAIDA_class|Enterprise
197934|CAIDA_class|Enterprise
197935|CAIDA_class|Enterprise
197936|CAIDA_class|Transit/Access
197938|peerDB_class|Content
197939|CAIDA_class|Transit/Access
197941|CAIDA_class|Enterprise
197942|CAIDA_class|Enterprise
197943|CAIDA_class|Transit/Access
197944|CAIDA_class|Enterprise
197945|CAIDA_class|Enterprise
197947|CAIDA_class|Enterprise
197948|CAIDA_class|Enterprise
197949|CAIDA_class|Transit/Access
197950|CAIDA_class|Enterprise
197952|CAIDA_class|Enterprise
197953|CAIDA_class|Transit/Access
197954|CAIDA_class|Transit/Access
197955|CAIDA_class|Enterprise
197956|CAIDA_class|Transit/Access
197957|CAIDA_class|Transit/Access
197958|CAIDA_class|Enterprise
197964|peerDB_class|Enterprise
197965|peerDB_class|Enterprise
197966|CAIDA_class|Transit/Access
197967|CAIDA_class|Enterprise
197969|CAIDA_class|Enterprise
197972|CAIDA_class|Transit/Access
197973|CAIDA_class|Transit/Access
197974|CAIDA_class|Transit/Access
197975|CAIDA_class|Transit/Access
197976|CAIDA_class|Enterprise
197977|CAIDA_class|Content
