# format: as|source|type
# date: 20200101
# name: as2type
# exe: type-convert-amogh.pl
# files: 20200101.merged.class.txt
# types: Content|Enterprise|Transit/Access
33099|CAIDA_class|Transit/Access
33100|CAIDA_class|Enterprise
33103|peerDB_class|Enterprise
33104|CAIDA_class|Enterprise
33105|CAIDA_class|Transit/Access
33111|CAIDA_class|Transit/Access
33112|CAIDA_class|Enterprise
33113|CAIDA_class|Enterprise
33114|CAIDA_class|Enterprise
33116|CAIDA_class|Transit/Access
33118|CAIDA_class|Transit/Access
33120|CAIDA_class|Enterprise
33121|CAIDA_class|Transit/Access
33123|CAIDA_class|Enterprise
33125|CAIDA_class|Transit/Access
33127|CAIDA_class|Content
33128|CAIDA_class|Transit/Access
33130|peerDB_class|Transit/Access
33131|CAIDA_class|Transit/Access
33132|peerDB_class|Transit/Access
33133|CAIDA_class|Transit/Access
33134|CAIDA_class|Transit/Access
33136|CAIDA_class|Enterprise
33137|CAIDA_class|Enterprise
33138|CAIDA_class|Transit/Access
33139|peerDB_class|Transit/Access
33141|CAIDA_class|Transit/Access
33144|CAIDA_class|Transit/Access
33145|CAIDA_class|Enterprise
33147|manual_class|Enterprise
33149|CAIDA_class|Transit/Access
33151|CAIDA_class|Transit/Access
33152|CAIDA_class|Transit/Access
33153|CAIDA_class|Transit/Access
33154|CAIDA_class|Transit/Access
33155|CAIDA_class|Transit/Access
33156|CAIDA_class|Transit/Access
33158|CAIDA_class|Enterprise
33159|CAIDA_class|Content
33160|CAIDA_class|Content
33161|CAIDA_class|Enterprise
33163|CAIDA_class|Transit/Access
33164|CAIDA_class|Transit/Access
33166|peerDB_class|Enterprise
33167|CAIDA_class|Transit/Access
33168|CAIDA_class|Transit/Access
33169|CAIDA_class|Enterprise
33170|CAIDA_class|Transit/Access
33172|CAIDA_class|Transit/Access
33173|CAIDA_class|Transit/Access
33174|CAIDA_class|Enterprise
33176|CAIDA_class|Transit/Access
33177|CAIDA_class|Transit/Access
33178|CAIDA_class|Transit/Access
33179|CAIDA_class|Enterprise
33182|peerDB_class|Content
33184|CAIDA_class|Transit/Access
33186|CAIDA_class|Transit/Access
33187|CAIDA_class|Transit/Access
33189|CAIDA_class|Transit/Access
33190|CAIDA_class|Transit/Access
33191|CAIDA_class|Enterprise
33192|CAIDA_class|Enterprise
33193|CAIDA_class|Enterprise
33194|CAIDA_class|Enterprise
33198|CAIDA_class|Transit/Access
33199|CAIDA_class|Enterprise
33202|CAIDA_class|Enterprise
33203|CAIDA_class|Transit/Access
33205|CAIDA_class|Enterprise
33206|peerDB_class|Content
33208|CAIDA_class|Transit/Access
33209|CAIDA_class|Transit/Access
33211|peerDB_class|Content
33213|CAIDA_class|Transit/Access
33215|CAIDA_class|Transit/Access
33217|CAIDA_class|Enterprise
33218|CAIDA_class|Transit/Access
33222|CAIDA_class|Content
33223|CAIDA_class|Enterprise
33226|CAIDA_class|Transit/Access
33227|CAIDA_class|Transit/Access
33230|CAIDA_class|Transit/Access
33232|CAIDA_class|Enterprise
33233|CAIDA_class|Enterprise
33234|CAIDA_class|Transit/Access
33235|CAIDA_class|Enterprise
33237|CAIDA_class|Enterprise
33238|CAIDA_class|Transit/Access
33239|CAIDA_class|Transit/Access
33242|CAIDA_class|Enterprise
33245|CAIDA_class|Enterprise
33246|CAIDA_class|Enterprise
33247|peerDB_class|Transit/Access
33248|CAIDA_class|Transit/Access
33250|CAIDA_class|Transit/Access
33252|CAIDA_class|Transit/Access
33254|CAIDA_class|Transit/Access
33255|CAIDA_class|Transit/Access
33256|CAIDA_class|Transit/Access
33257|CAIDA_class|Enterprise
33258|peerDB_class|Content
33259|CAIDA_class|Content
33260|CAIDA_class|Content
33261|CAIDA_class|Content
33264|CAIDA_class|Transit/Access
33265|CAIDA_class|Transit/Access
33267|CAIDA_class|Transit/Access
33268|CAIDA_class|Transit/Access
33270|CAIDA_class|Enterprise
33271|CAIDA_class|Enterprise
33274|CAIDA_class|Enterprise
33275|CAIDA_class|Enterprise
33277|CAIDA_class|Enterprise
33278|CAIDA_class|Transit/Access
33279|CAIDA_class|Enterprise
33280|CAIDA_class|Enterprise
33281|CAIDA_class|Enterprise
33282|CAIDA_class|Transit/Access
33283|CAIDA_class|Content
33284|CAIDA_class|Transit/Access
33286|CAIDA_class|Enterprise
33287|peerDB_class|Transit/Access
33288|CAIDA_class|Enterprise
33292|CAIDA_class|Transit/Access
33293|CAIDA_class|Transit/Access
33298|CAIDA_class|Enterprise
33299|CAIDA_class|Transit/Access
33300|CAIDA_class|Enterprise
33302|peerDB_class|Transit/Access
33304|CAIDA_class|Enterprise
33307|CAIDA_class|Transit/Access
33309|peerDB_class|Enterprise
33311|CAIDA_class|Transit/Access
33312|CAIDA_class|Transit/Access
33313|CAIDA_class|Enterprise
33314|CAIDA_class|Enterprise
33315|CAIDA_class|Enterprise
33316|CAIDA_class|Transit/Access
33318|CAIDA_class|Transit/Access
33321|CAIDA_class|Transit/Access
33322|CAIDA_class|Content
33324|CAIDA_class|Enterprise
33326|CAIDA_class|Transit/Access
33327|CAIDA_class|Transit/Access
33328|CAIDA_class|Transit/Access
33329|CAIDA_class|Transit/Access
33330|CAIDA_class|Enterprise
33331|CAIDA_class|Transit/Access
33333|peerDB_class|Transit/Access
33338|CAIDA_class|Transit/Access
33339|CAIDA_class|Transit/Access
33343|CAIDA_class|Enterprise
33344|CAIDA_class|Enterprise
33345|CAIDA_class|Enterprise
33346|CAIDA_class|Transit/Access
33347|CAIDA_class|Transit/Access
33348|CAIDA_class|Transit/Access
33350|CAIDA_class|Transit/Access
33353|peerDB_class|Content
33354|CAIDA_class|Transit/Access
33355|CAIDA_class|Enterprise
33356|CAIDA_class|Transit/Access
33358|CAIDA_class|Transit/Access
33359|CAIDA_class|Transit/Access
33360|CAIDA_class|Transit/Access
33361|peerDB_class|Transit/Access
33362|peerDB_class|Transit/Access
33363|CAIDA_class|Transit/Access
33365|CAIDA_class|Transit/Access
33366|CAIDA_class|Enterprise
33368|CAIDA_class|Transit/Access
33369|CAIDA_class|Enterprise
33370|CAIDA_class|Enterprise
33371|CAIDA_class|Transit/Access
33372|CAIDA_class|Transit/Access
33373|CAIDA_class|Transit/Access
33374|CAIDA_class|Enterprise
33376|CAIDA_class|Enterprise
33377|CAIDA_class|Transit/Access
33378|CAIDA_class|Transit/Access
33381|CAIDA_class|Enterprise
33382|CAIDA_class|Enterprise
33383|CAIDA_class|Transit/Access
33387|CAIDA_class|Content
33389|CAIDA_class|Transit/Access
33390|CAIDA_class|Enterprise
33391|CAIDA_class|Transit/Access
33392|CAIDA_class|Transit/Access
33393|CAIDA_class|Enterprise
33394|CAIDA_class|Enterprise
33395|CAIDA_class|Transit/Access
33396|CAIDA_class|Enterprise
33397|CAIDA_class|Transit/Access
33398|CAIDA_class|Enterprise
33399|CAIDA_class|Enterprise
33400|CAIDA_class|Enterprise
33401|CAIDA_class|Transit/Access
33402|CAIDA_class|Transit/Access
33404|CAIDA_class|Enterprise
33405|manual_class|Enterprise
33409|CAIDA_class|Transit/Access
33411|CAIDA_class|Transit/Access
33413|CAIDA_class|Enterprise
33414|CAIDA_class|Transit/Access
33415|CAIDA_class|Transit/Access
33416|CAIDA_class|Transit/Access
33417|CAIDA_class|Transit/Access
33418|CAIDA_class|Enterprise
33419|peerDB_class|Content
33420|CAIDA_class|Transit/Access
33422|CAIDA_class|Transit/Access
33426|manual_class|Enterprise
33427|CAIDA_class|Transit/Access
33428|CAIDA_class|Enterprise
33429|manual_class|Enterprise
33430|CAIDA_class|Transit/Access
33432|CAIDA_class|Transit/Access
33433|CAIDA_class|Enterprise
33436|CAIDA_class|Enterprise
33438|peerDB_class|Content
33441|CAIDA_class|Transit/Access
33442|CAIDA_class|Enterprise
33444|CAIDA_class|Transit/Access
33445|peerDB_class|Content
33448|CAIDA_class|Enterprise
33449|CAIDA_class|Enterprise
33452|peerDB_class|Transit/Access
33455|CAIDA_class|Transit/Access
33459|CAIDA_class|Transit/Access
33460|CAIDA_class|Transit/Access
33461|CAIDA_class|Transit/Access
33462|CAIDA_class|Enterprise
33463|CAIDA_class|Transit/Access
33465|CAIDA_class|Transit/Access
33466|CAIDA_class|Enterprise
33467|CAIDA_class|Transit/Access
33468|CAIDA_class|Transit/Access
33469|CAIDA_class|Enterprise
33470|peerDB_class|Transit/Access
33476|CAIDA_class|Transit/Access
33477|CAIDA_class|Transit/Access
33478|manual_class|Enterprise
33479|CAIDA_class|Enterprise
33480|peerDB_class|Content
33481|CAIDA_class|Transit/Access
33482|CAIDA_class|Transit/Access
33483|peerDB_class|Transit/Access
33484|CAIDA_class|Enterprise
33486|CAIDA_class|Transit/Access
33488|CAIDA_class|Transit/Access
33489|peerDB_class|Transit/Access
33490|peerDB_class|Transit/Access
33491|peerDB_class|Transit/Access
33492|CAIDA_class|Transit/Access
33493|CAIDA_class|Enterprise
33494|CAIDA_class|Content
33496|CAIDA_class|Transit/Access
33498|CAIDA_class|Transit/Access
33499|CAIDA_class|Transit/Access
33500|CAIDA_class|Enterprise
33501|CAIDA_class|Transit/Access
33503|CAIDA_class|Transit/Access
33504|CAIDA_class|Enterprise
33506|CAIDA_class|Transit/Access
33507|CAIDA_class|Enterprise
33508|CAIDA_class|Transit/Access
33509|CAIDA_class|Transit/Access
33511|CAIDA_class|Transit/Access
33512|CAIDA_class|Content
33514|CAIDA_class|Transit/Access
33515|peerDB_class|Transit/Access
33516|CAIDA_class|Transit/Access
33517|peerDB_class|Content
33519|CAIDA_class|Transit/Access
33521|CAIDA_class|Enterprise
33522|peerDB_class|Enterprise
33523|CAIDA_class|Transit/Access
33527|CAIDA_class|Transit/Access
33529|peerDB_class|Content
33531|CAIDA_class|Transit/Access
33532|CAIDA_class|Transit/Access
33533|CAIDA_class|Transit/Access
33534|CAIDA_class|Enterprise
33535|CAIDA_class|Transit/Access
33536|CAIDA_class|Transit/Access
33539|CAIDA_class|Transit/Access
33540|CAIDA_class|Content
33541|peerDB_class|Transit/Access
33543|CAIDA_class|Transit/Access
33544|peerDB_class|Transit/Access
33545|CAIDA_class|Transit/Access
33548|peerDB_class|Transit/Access
33549|CAIDA_class|Enterprise
33550|CAIDA_class|Enterprise
33551|CAIDA_class|Enterprise
33552|CAIDA_class|Transit/Access
33553|CAIDA_class|Enterprise
33554|peerDB_class|Content
33555|CAIDA_class|Transit/Access
33556|CAIDA_class|Transit/Access
33557|CAIDA_class|Enterprise
33558|CAIDA_class|Enterprise
33560|CAIDA_class|Enterprise
33561|CAIDA_class|Content
33562|CAIDA_class|Transit/Access
33563|CAIDA_class|Transit/Access
33564|CAIDA_class|Enterprise
33565|CAIDA_class|Transit/Access
33567|CAIDA_class|Transit/Access
33568|CAIDA_class|Transit/Access
33569|peerDB_class|Content
33570|peerDB_class|Transit/Access
33572|CAIDA_class|Transit/Access
33573|CAIDA_class|Transit/Access
33575|CAIDA_class|Transit/Access
33576|peerDB_class|Transit/Access
33577|CAIDA_class|Enterprise
33580|CAIDA_class|Enterprise
33581|CAIDA_class|Enterprise
33582|CAIDA_class|Transit/Access
33583|CAIDA_class|Transit/Access
33585|CAIDA_class|Transit/Access
33586|CAIDA_class|Transit/Access
33587|CAIDA_class|Enterprise
33588|CAIDA_class|Transit/Access
33592|CAIDA_class|Enterprise
33593|CAIDA_class|Transit/Access
33594|CAIDA_class|Enterprise
33595|CAIDA_class|Enterprise
33596|CAIDA_class|Enterprise
33597|peerDB_class|Transit/Access
33598|CAIDA_class|Transit/Access
33599|CAIDA_class|Enterprise
33602|CAIDA_class|Enterprise
33603|CAIDA_class|Transit/Access
33604|peerDB_class|Transit/Access
33606|peerDB_class|Transit/Access
33607|CAIDA_class|Enterprise
33608|manual_class|Enterprise
33610|CAIDA_class|Enterprise
33613|CAIDA_class|Enterprise
33614|CAIDA_class|Transit/Access
33615|CAIDA_class|Transit/Access
33616|peerDB_class|Transit/Access
33617|CAIDA_class|Enterprise
33618|CAIDA_class|Transit/Access
33619|CAIDA_class|Content
33620|CAIDA_class|Enterprise
33623|peerDB_class|Transit/Access
33625|CAIDA_class|Enterprise
33627|CAIDA_class|Transit/Access
33628|CAIDA_class|Transit/Access
33629|CAIDA_class|Transit/Access
33630|CAIDA_class|Enterprise
33631|CAIDA_class|Transit/Access
33632|CAIDA_class|Transit/Access
33633|CAIDA_class|Transit/Access
33635|CAIDA_class|Transit/Access
33636|CAIDA_class|Transit/Access
33638|CAIDA_class|Transit/Access
33639|CAIDA_class|Enterprise
33642|CAIDA_class|Content
33643|CAIDA_class|Enterprise
33644|CAIDA_class|Enterprise
33645|CAIDA_class|Transit/Access
33647|CAIDA_class|Transit/Access
33649|CAIDA_class|Transit/Access
33650|peerDB_class|Transit/Access
33651|peerDB_class|Transit/Access
33652|peerDB_class|Transit/Access
33653|peerDB_class|Transit/Access
33654|peerDB_class|Transit/Access
33655|peerDB_class|Transit/Access
33656|peerDB_class|Transit/Access
33657|peerDB_class|Transit/Access
33659|peerDB_class|Transit/Access
33660|peerDB_class|Transit/Access
33661|peerDB_class|Transit/Access
33662|peerDB_class|Transit/Access
33665|peerDB_class|Transit/Access
33666|peerDB_class|Transit/Access
33667|peerDB_class|Transit/Access
33668|peerDB_class|Transit/Access
33670|CAIDA_class|Enterprise
33673|CAIDA_class|Transit/Access
33674|CAIDA_class|Transit/Access
33675|CAIDA_class|Transit/Access
33677|CAIDA_class|Enterprise
33679|CAIDA_class|Enterprise
33680|CAIDA_class|Transit/Access
33681|CAIDA_class|Enterprise
33683|CAIDA_class|Transit/Access
33684|CAIDA_class|Enterprise
33686|CAIDA_class|Transit/Access
33690|CAIDA_class|Transit/Access
33691|CAIDA_class|Transit/Access
33692|CAIDA_class|Transit/Access
33693|peerDB_class|Content
33695|CAIDA_class|Content
33699|CAIDA_class|Enterprise
33700|CAIDA_class|Transit/Access
33701|CAIDA_class|Transit/Access
33703|CAIDA_class|Transit/Access
33705|CAIDA_class|Transit/Access
33706|CAIDA_class|Transit/Access
33710|CAIDA_class|Enterprise
33714|CAIDA_class|Transit/Access
33717|CAIDA_class|Enterprise
33719|CAIDA_class|Content
33722|CAIDA_class|Enterprise
33723|CAIDA_class|Transit/Access
33724|peerDB_class|Transit/Access
33725|peerDB_class|Transit/Access
33726|CAIDA_class|Content
33728|CAIDA_class|Transit/Access
33729|CAIDA_class|Transit/Access
33730|CAIDA_class|Enterprise
33732|CAIDA_class|Enterprise
33734|CAIDA_class|Transit/Access
33735|CAIDA_class|Transit/Access
33736|CAIDA_class|Enterprise
33737|CAIDA_class|Transit/Access
33738|CAIDA_class|Content
33739|peerDB_class|Content
33740|CAIDA_class|Enterprise
33742|CAIDA_class|Transit/Access
33743|CAIDA_class|Transit/Access
33746|CAIDA_class|Enterprise
33748|peerDB_class|Transit/Access
33749|CAIDA_class|Transit/Access
33751|CAIDA_class|Transit/Access
33753|CAIDA_class|Transit/Access
33754|CAIDA_class|Enterprise
33759|CAIDA_class|Transit/Access
33762|peerDB_class|Transit/Access
33763|peerDB_class|Transit/Access
33764|CAIDA_class|Transit/Access
33765|peerDB_class|Transit/Access
33769|CAIDA_class|Transit/Access
33771|peerDB_class|Transit/Access
33777|CAIDA_class|Enterprise
33778|CAIDA_class|Transit/Access
33779|peerDB_class|Transit/Access
33780|CAIDA_class|Transit/Access
33781|peerDB_class|Transit/Access
33782|CAIDA_class|Transit/Access
33785|CAIDA_class|Transit/Access
33786|peerDB_class|Transit/Access
33788|CAIDA_class|Transit/Access
33791|CAIDA_class|Enterprise
33796|CAIDA_class|Transit/Access
33801|CAIDA_class|Transit/Access
33802|CAIDA_class|Enterprise
33806|CAIDA_class|Transit/Access
33807|CAIDA_class|Enterprise
33808|peerDB_class|Transit/Access
33810|CAIDA_class|Transit/Access
33811|peerDB_class|Content
33813|CAIDA_class|Enterprise
33814|CAIDA_class|Transit/Access
33817|CAIDA_class|Content
33819|CAIDA_class|Transit/Access
33821|CAIDA_class|Transit/Access
33823|peerDB_class|Transit/Access
33824|CAIDA_class|Transit/Access
33825|CAIDA_class|Enterprise
33826|CAIDA_class|Enterprise
33827|CAIDA_class|Transit/Access
33828|CAIDA_class|Transit/Access
33829|CAIDA_class|Transit/Access
33830|CAIDA_class|Enterprise
33831|CAIDA_class|Transit/Access
33832|CAIDA_class|Transit/Access
33835|peerDB_class|Transit/Access
33837|CAIDA_class|Transit/Access
33838|CAIDA_class|Transit/Access
33839|CAIDA_class|Transit/Access
33842|peerDB_class|Transit/Access
33843|peerDB_class|Transit/Access
33844|CAIDA_class|Transit/Access
33845|peerDB_class|Transit/Access
33846|CAIDA_class|Enterprise
33847|CAIDA_class|Enterprise
33848|peerDB_class|Enterprise
33849|CAIDA_class|Transit/Access
33850|manual_class|Enterprise
33851|CAIDA_class|Enterprise
33852|peerDB_class|Transit/Access
33853|CAIDA_class|Enterprise
33854|peerDB_class|Transit/Access
33856|CAIDA_class|Enterprise
33859|CAIDA_class|Transit/Access
33860|CAIDA_class|Transit/Access
33864|peerDB_class|Content
33867|CAIDA_class|Enterprise
33868|CAIDA_class|Transit/Access
33869|CAIDA_class|Transit/Access
33871|CAIDA_class|Transit/Access
33872|manual_class|Enterprise
33873|peerDB_class|Content
33874|CAIDA_class|Transit/Access
33875|CAIDA_class|Transit/Access
33876|CAIDA_class|Content
33877|CAIDA_class|Enterprise
33878|CAIDA_class|Enterprise
33879|CAIDA_class|Enterprise
33881|CAIDA_class|Enterprise
33883|CAIDA_class|Transit/Access
33885|peerDB_class|Transit/Access
33886|peerDB_class|Content
33888|CAIDA_class|Transit/Access
33891|peerDB_class|Transit/Access
33892|CAIDA_class|Transit/Access
33894|CAIDA_class|Transit/Access
33895|CAIDA_class|Transit/Access
33896|CAIDA_class|Enterprise
33901|CAIDA_class|Transit/Access
33902|CAIDA_class|Transit/Access
33903|CAIDA_class|Enterprise
33904|CAIDA_class|Transit/Access
33905|CAIDA_class|Transit/Access
33906|CAIDA_class|Enterprise
33907|CAIDA_class|Transit/Access
33908|CAIDA_class|Transit/Access
33910|CAIDA_class|Enterprise
33913|CAIDA_class|Enterprise
33914|CAIDA_class|Enterprise
33915|peerDB_class|Transit/Access
33916|peerDB_class|Transit/Access
33917|CAIDA_class|Enterprise
33918|CAIDA_class|Enterprise
33920|peerDB_class|Enterprise
33921|CAIDA_class|Transit/Access
33922|peerDB_class|Transit/Access
33923|peerDB_class|Transit/Access
33924|peerDB_class|Transit/Access
33925|CAIDA_class|Transit/Access
33927|CAIDA_class|Transit/Access
33930|peerDB_class|Transit/Access
33932|peerDB_class|Transit/Access
33933|CAIDA_class|Transit/Access
33934|CAIDA_class|Transit/Access
33936|CAIDA_class|Transit/Access
33937|CAIDA_class|Enterprise
33940|CAIDA_class|Transit/Access
33941|peerDB_class|Transit/Access
33942|CAIDA_class|Transit/Access
33943|CAIDA_class|Transit/Access
33946|CAIDA_class|Enterprise
33947|CAIDA_class|Transit/Access
33948|CAIDA_class|Enterprise
33951|CAIDA_class|Transit/Access
33953|CAIDA_class|Enterprise
33954|CAIDA_class|Enterprise
33958|peerDB_class|Enterprise
33959|CAIDA_class|Transit/Access
33960|CAIDA_class|Enterprise
33961|CAIDA_class|Transit/Access
33962|CAIDA_class|Content
33964|CAIDA_class|Transit/Access
33965|peerDB_class|Transit/Access
33967|manual_class|Enterprise
33968|peerDB_class|Content
33971|CAIDA_class|Transit/Access
33973|CAIDA_class|Transit/Access
33974|CAIDA_class|Enterprise
33975|CAIDA_class|Transit/Access
33976|CAIDA_class|Enterprise
33977|CAIDA_class|Transit/Access
33978|CAIDA_class|Transit/Access
33980|CAIDA_class|Enterprise
33981|CAIDA_class|Transit/Access
33982|CAIDA_class|Transit/Access
33983|peerDB_class|Transit/Access
33984|CAIDA_class|Transit/Access
33985|CAIDA_class|Transit/Access
33986|peerDB_class|Transit/Access
33987|CAIDA_class|Transit/Access
33988|peerDB_class|Enterprise
33990|CAIDA_class|Transit/Access
33991|CAIDA_class|Transit/Access
33993|CAIDA_class|Transit/Access
33996|CAIDA_class|Enterprise
33998|CAIDA_class|Enterprise
33999|CAIDA_class|Transit/Access
34000|CAIDA_class|Transit/Access
34001|CAIDA_class|Transit/Access
34002|CAIDA_class|Transit/Access
34006|peerDB_class|Transit/Access
34007|CAIDA_class|Transit/Access
34010|CAIDA_class|Content
34011|peerDB_class|Content
34012|CAIDA_class|Transit/Access
34015|CAIDA_class|Transit/Access
34017|CAIDA_class|Transit/Access
34019|CAIDA_class|Transit/Access
34022|CAIDA_class|Enterprise
34024|CAIDA_class|Transit/Access
34026|CAIDA_class|Transit/Access
34027|CAIDA_class|Enterprise
34029|CAIDA_class|Transit/Access
34031|CAIDA_class|Enterprise
34032|CAIDA_class|Transit/Access
34033|CAIDA_class|Transit/Access
34035|CAIDA_class|Transit/Access
34037|CAIDA_class|Transit/Access
34038|CAIDA_class|Transit/Access
34040|CAIDA_class|Transit/Access
34042|CAIDA_class|Transit/Access
34043|CAIDA_class|Transit/Access
34045|CAIDA_class|Enterprise
34046|CAIDA_class|Transit/Access
34047|CAIDA_class|Transit/Access
34049|CAIDA_class|Transit/Access
34051|CAIDA_class|Transit/Access
34052|CAIDA_class|Transit/Access
34056|peerDB_class|Transit/Access
34058|peerDB_class|Transit/Access
34059|CAIDA_class|Enterprise
34060|CAIDA_class|Transit/Access
34062|CAIDA_class|Transit/Access
34065|CAIDA_class|Transit/Access
34066|peerDB_class|Enterprise
34068|CAIDA_class|Enterprise
34069|CAIDA_class|Enterprise
34073|CAIDA_class|Transit/Access
34074|manual_class|Enterprise
34076|CAIDA_class|Transit/Access
34077|CAIDA_class|Enterprise
34078|CAIDA_class|Transit/Access
34079|CAIDA_class|Transit/Access
34080|CAIDA_class|Transit/Access
34081|peerDB_class|Content
34083|CAIDA_class|Transit/Access
34085|CAIDA_class|Enterprise
34086|peerDB_class|Enterprise
34087|peerDB_class|Transit/Access
34088|CAIDA_class|Content
34089|CAIDA_class|Enterprise
34090|CAIDA_class|Enterprise
34092|peerDB_class|Transit/Access
34093|CAIDA_class|Transit/Access
34094|CAIDA_class|Enterprise
34098|CAIDA_class|Enterprise
34099|CAIDA_class|Transit/Access
34100|CAIDA_class|Enterprise
34102|CAIDA_class|Transit/Access
34106|peerDB_class|Content
34108|peerDB_class|Transit/Access
34110|CAIDA_class|Transit/Access
34111|CAIDA_class|Enterprise
34113|CAIDA_class|Transit/Access
34114|CAIDA_class|Transit/Access
34117|CAIDA_class|Enterprise
34118|CAIDA_class|Transit/Access
34119|peerDB_class|Transit/Access
34120|peerDB_class|Transit/Access
34121|CAIDA_class|Enterprise
34123|peerDB_class|Transit/Access
34124|CAIDA_class|Enterprise
34125|CAIDA_class|Transit/Access
34127|CAIDA_class|Transit/Access
34130|CAIDA_class|Enterprise
34131|CAIDA_class|Enterprise
34133|CAIDA_class|Transit/Access
34134|CAIDA_class|Transit/Access
34136|CAIDA_class|Transit/Access
34137|CAIDA_class|Transit/Access
34139|CAIDA_class|Transit/Access
34141|peerDB_class|Content
34142|CAIDA_class|Enterprise
34144|peerDB_class|Content
34145|peerDB_class|Transit/Access
34146|peerDB_class|Transit/Access
34147|CAIDA_class|Content
34150|CAIDA_class|Transit/Access
34153|manual_class|Enterprise
34154|peerDB_class|Transit/Access
34155|CAIDA_class|Enterprise
34156|CAIDA_class|Transit/Access
34162|CAIDA_class|Enterprise
34164|CAIDA_class|Transit/Access
34165|CAIDA_class|Transit/Access
34166|CAIDA_class|Transit/Access
34167|CAIDA_class|Transit/Access
34168|manual_class|Enterprise
34169|peerDB_class|Transit/Access
34170|peerDB_class|Transit/Access
34171|peerDB_class|Transit/Access
34172|CAIDA_class|Transit/Access
34173|CAIDA_class|Content
34176|CAIDA_class|Enterprise
34177|peerDB_class|Transit/Access
34178|CAIDA_class|Transit/Access
34180|CAIDA_class|Enterprise
34182|CAIDA_class|Transit/Access
34183|CAIDA_class|Transit/Access
34184|CAIDA_class|Transit/Access
34187|peerDB_class|Transit/Access
34190|CAIDA_class|Transit/Access
34191|peerDB_class|Enterprise
34192|CAIDA_class|Transit/Access
34197|peerDB_class|Transit/Access
34199|CAIDA_class|Transit/Access
34201|peerDB_class|Transit/Access
34204|CAIDA_class|Transit/Access
34205|CAIDA_class|Transit/Access
34208|CAIDA_class|Transit/Access
34209|peerDB_class|Transit/Access
34210|CAIDA_class|Enterprise
34211|CAIDA_class|Transit/Access
34212|CAIDA_class|Enterprise
34213|CAIDA_class|Enterprise
34214|CAIDA_class|Enterprise
34215|CAIDA_class|Transit/Access
34216|CAIDA_class|Transit/Access
34217|CAIDA_class|Transit/Access
34218|peerDB_class|Transit/Access
34219|CAIDA_class|Transit/Access
34221|CAIDA_class|Enterprise
34222|CAIDA_class|Content
34223|CAIDA_class|Transit/Access
34224|peerDB_class|Transit/Access
34225|peerDB_class|Content
34226|CAIDA_class|Transit/Access
34228|CAIDA_class|Enterprise
34230|CAIDA_class|Transit/Access
34232|CAIDA_class|Transit/Access
34233|peerDB_class|Content
34234|CAIDA_class|Transit/Access
34235|CAIDA_class|Transit/Access
34236|CAIDA_class|Transit/Access
34239|CAIDA_class|Content
34240|CAIDA_class|Content
34241|CAIDA_class|Transit/Access
34243|peerDB_class|Content
34244|peerDB_class|Transit/Access
34245|peerDB_class|Transit/Access
34246|CAIDA_class|Enterprise
34247|CAIDA_class|Transit/Access
34248|CAIDA_class|Transit/Access
34250|CAIDA_class|Transit/Access
34251|peerDB_class|Transit/Access
34252|manual_class|Enterprise
34253|CAIDA_class|Transit/Access
34254|CAIDA_class|Transit/Access
34256|CAIDA_class|Enterprise
34258|CAIDA_class|Transit/Access
34259|CAIDA_class|Transit/Access
34261|CAIDA_class|Transit/Access
34262|CAIDA_class|Enterprise
34263|CAIDA_class|Transit/Access
34265|CAIDA_class|Transit/Access
34267|CAIDA_class|Transit/Access
34268|CAIDA_class|Transit/Access
34270|peerDB_class|Transit/Access
34271|CAIDA_class|Transit/Access
34272|CAIDA_class|Enterprise
34273|CAIDA_class|Enterprise
34277|CAIDA_class|Transit/Access
34278|CAIDA_class|Enterprise
34279|peerDB_class|Transit/Access
34280|CAIDA_class|Transit/Access
34281|CAIDA_class|Transit/Access
34282|CAIDA_class|Content
34283|CAIDA_class|Transit/Access
34284|CAIDA_class|Transit/Access
34285|CAIDA_class|Transit/Access
34287|CAIDA_class|Transit/Access
34288|CAIDA_class|Transit/Access
34290|CAIDA_class|Transit/Access
34291|CAIDA_class|Transit/Access
34293|CAIDA_class|Enterprise
34294|CAIDA_class|Transit/Access
34295|CAIDA_class|Transit/Access
34296|peerDB_class|Transit/Access
34298|CAIDA_class|Enterprise
34299|CAIDA_class|Transit/Access
34300|CAIDA_class|Content
34301|CAIDA_class|Transit/Access
34303|CAIDA_class|Transit/Access
34304|peerDB_class|Transit/Access
34305|peerDB_class|Transit/Access
34306|CAIDA_class|Transit/Access
34308|CAIDA_class|Transit/Access
34309|peerDB_class|Transit/Access
34310|CAIDA_class|Transit/Access
34311|CAIDA_class|Transit/Access
34312|CAIDA_class|Transit/Access
34314|CAIDA_class|Enterprise
34315|CAIDA_class|Transit/Access
34318|CAIDA_class|Transit/Access
34320|CAIDA_class|Transit/Access
34321|CAIDA_class|Enterprise
34322|CAIDA_class|Transit/Access
34323|CAIDA_class|Enterprise
34324|CAIDA_class|Content
34326|CAIDA_class|Transit/Access
34327|CAIDA_class|Transit/Access
34329|CAIDA_class|Enterprise
34330|CAIDA_class|Enterprise
34336|CAIDA_class|Content
34337|CAIDA_class|Transit/Access
34339|CAIDA_class|Transit/Access
34340|CAIDA_class|Content
34341|CAIDA_class|Enterprise
34343|CAIDA_class|Transit/Access
34344|CAIDA_class|Transit/Access
34345|CAIDA_class|Enterprise
34347|peerDB_class|Transit/Access
